iter	Logloss
773	0.1405941943
774	0.140451464
775	0.1401543763
776	0.1400140243
777	0.1398415628
778	0.1396714171
779	0.1396013588
780	0.1394353022
781	0.1392395387
782	0.1391054125
783	0.138888573
784	0.1388353332
785	0.138641339
786	0.1384900588
787	0.1382930224
788	0.1381411506
789	0.1379761239
790	0.1378946896
791	0.1377904894
792	0.137604503
793	0.1375025929
794	0.1372819432
795	0.1369731831
796	0.1368703964
797	0.1366953199
798	0.1364419883
799	0.1361349641
800	0.1359050753
801	0.1358441989
802	0.1356163105
803	0.1352723248
804	0.1351220649
805	0.135015805
806	0.1348745736
807	0.1347063335
808	0.1345320279
809	0.1343604767
810	0.1342174818
811	0.1340927803
812	0.133910793
813	0.1336760559
814	0.1335952634
815	0.1334508991
816	0.1332923064
817	0.133128107
818	0.1330217995
819	0.1327900656
820	0.1326652071
821	0.1325382842
822	0.1323043411
823	0.1322294016
824	0.1318335801
825	0.131656855
826	0.1315347655
827	0.1313740621
828	0.1311579863
829	0.1310132979
830	0.1308752879
831	0.1306753733
832	0.1306044121
833	0.1304497558
834	0.1302568419
835	0.1301388396
836	0.1299930838
837	0.129920344
838	0.1297496076
839	0.1294661985
840	0.129232475
841	0.1289668595
842	0.1287381915
843	0.1285808633
844	0.1284119927
845	0.128266216
846	0.1281179273
847	0.1280285208
848	0.1279414716
849	0.127758555
850	0.1274848773
851	0.1273988172
852	0.1272387266
853	0.1270948968
854	0.1269262944
855	0.1268366698
856	0.1267255624
857	0.1265492383
858	0.1263682453
859	0.1262430232
860	0.1260849303
861	0.1259625293
862	0.1258064713
863	0.1257043333
864	0.1255784471
865	0.1253851161
866	0.1252111532
867	0.1250209004
868	0.1249112469
869	0.1247997747
870	0.1246121519
871	0.124366251
872	0.1242293176
873	0.1241338482
874	0.1239612808
875	0.1238222785
876	0.1236977978
877	0.1236257057
878	0.1234633541
879	0.1233259067
880	0.1232266398
881	0.1230514761
882	0.1229020894
883	0.1227994151
884	0.1226780511
885	0.1225521235
886	0.1223887367
887	0.1221255598
888	0.1219503394
889	0.1218702258
890	0.121769421
891	0.1216358952
892	0.1214921055
893	0.1213530293
894	0.1212703207
895	0.1211034706
896	0.1209689369
897	0.120782404
898	0.1206748726
899	0.1205052548
900	0.1203518037
901	0.1201814885
902	0.1200606756
903	0.1199297247
904	0.1196409217
905	0.1195158988
906	0.1194407095
907	0.1193604718
908	0.1192773822
909	0.119122735
910	0.1190934994
911	0.118912008
912	0.1187872944
913	0.1185375421
914	0.118367873
915	0.1182215973
916	0.1181476228
917	0.1179269694
918	0.1177895398
919	0.1176902365
920	0.1175452415
921	0.1174236232
922	0.117295495
923	0.1171165195
924	0.1169598568
925	0.1168375586
926	0.116744972
927	0.1165638859
928	0.1164485457
929	0.1163235403
930	0.1161901279
931	0.116122675
932	0.1160552173
933	0.115927018
934	0.1157886778
935	0.1156577496
936	0.1155609227
937	0.1154540325
938	0.1153009485
939	0.1151888013
940	0.1151470296
941	0.1149904695
942	0.1148692474
943	0.1147020387
944	0.1145500602
945	0.1144243508
946	0.1142065346
947	0.1140926922
948	0.1138650083
949	0.1136768718
950	0.1134130973
951	0.1132458588
952	0.1131730155
953	0.1129917544
954	0.1129125075
955	0.112779044
956	0.1126396668
957	0.1125108943
958	0.1123840965
959	0.1122918387
960	0.1122420808
961	0.1121181158
962	0.1119558505
963	0.111828226
964	0.1115647526
965	0.1115121871
966	0.1114278612
967	0.1112695427
968	0.1111401265
969	0.1110503954
970	0.1109383126
971	0.1108699205
972	0.1107383312
973	0.110576252
974	0.1104883866
975	0.1103651116
976	0.1102448702
977	0.1101045501
978	0.1099751077
979	0.1098777983
980	0.1098034536
981	0.1096780452
982	0.1095810122
983	0.109401113
984	0.109265421
985	0.1092041209
986	0.109055862
987	0.1089868147
988	0.1088838321
989	0.1087791826
990	0.108639537
991	0.1084592016
992	0.1083639148
993	0.1081140539
994	0.108008069
995	0.1078707861
996	0.1077858951
997	0.1077278361
998	0.1075995042
999	0.1073804671
